1;0
2;0
3;1
4;1
5;0
1;6
3;6
7;5
8;3
9;5
10;1
3;10
8;10
11;6
8;11
5;12
5;13
14;0
15;9
16;0
0;17
3;17
0;18
18;5
19;1
20;3
20;5
21;6
9;22
22;12
23;3
23;4
24;17
16;25
26;5
6;27
6;28
28;16
29;1
29;28
30;8
28;30
31;0
32;5
32;14
1;33
34;3
34;23
35;30
1;36
16;36
37;3
38;8
6;39
40;5
41;14
25;42
43;3
43;6
30;43
10;44
16;44
17;44
18;44
45;4
16;45
27;45
46;11
41;46
47;6
11;47
30;47
6;48
1;49
50;0
50;6
30;51
6;52
6;53
54;5
6;55
6;56
56;16
57;1
58;44
3;59
60;42
61;56
6;62
8;63
11;63
16;64
42;64
6;65
27;66
19;67
68;5
8;68
69;6
10;70
11;70
0;71
6;72
1;73
73;11
74;9
11;74
66;75
76;56
77;1
78;52
0;79
1;80
81;30
82;6
14;82
82;30
83;3
84;1
85;18
5;86
21;86
44;86
87;9
60;88
89;47
90;19
90;56
91;57
92;19
92;23
92;30
92;70
16;93
23;94
16;95
25;96
14;97
38;97
6;98
8;99
99;16
99;18
100;6
45;100
83;100
100;92
1;101
38;101
8;102
97;103
64;104
105;11
105;73
1;106
23;106
106;25
3;107
108;99
109;5
109;60
110;6
92;110
110;99
111;43
35;112
6;113
9;114
97;114
115;0
1;116
116;32
117;3
9;118
21;118
6;119
1;120
38;120
120;90
92;120
0;121
122;3
52;123
93;123
101;123
20;124
8;125
126;82
127;38
128;36
129;14
130;49
131;27
3;132
133;24
134;1
134;60
135;84
8;136
136;19
137;64
0;138
138;101
136;139
140;72
141;38
106;142
143;4
135;144
125;145
5;146
10;147
148;5
148;8
5;149
0;150
150;72
151;68
0;152
153;49
154;68
155;32
155;91
156;90
157;34
5;158
0;159
5;159
14;159
159;24
160;136
161;56
8;162
163;1
164;155
165;1
92;166
110;166
86;167
168;84
8;169
169;110
3;170
41;170
61;170
170;64
170;105
123;171
172;14
18;172
172;42
172;105
172;141
19;173
6;174
175;158
61;176
177;8
109;177
86;178
34;179
86;179
180;0
74;180
180;83
16;181
182;8
24;182
182;30
183;142
6;184
184;103
3;185
185;152
75;186
186;109
66;187
14;188
1;189
109;189
6;190
