0;1
0;2
2;1
3;0
1;3
0;4
5;3
3;6
1;7
3;7
3;8
6;8
3;9
10;9
11;0
3;12
10;13
3;14
14;7
15;8
10;16
1;17
1;18
8;19
12;19
20;0
20;1
8;21
21;9
22;10
20;22
1;23
7;23
0;24
24;5
19;25
26;10
27;3
23;27
7;28
1;29
3;29
3;30
30;16
31;2
31;6
32;6
33;3
0;34
34;31
21;35
27;36
23;37
37;33
0;38
38;3
3;39
39;7
19;40
27;40
17;41
28;42
43;3
23;44
16;45
27;45
8;46
47;7
25;48
0;49
50;7
19;51
45;51
52;41
53;7
21;54
29;55
7;56
24;57
34;57
58;31
59;28
60;2
61;3
19;62
63;7
64;0
65;37
66;38
1;67
2;67
59;67
68;1
19;69
69;31
21;70
71;3
6;71
72;0
72;3
38;72
73;21
28;73
39;74
11;75
2;76
77;7
78;41
66;78
28;79
1;80
10;81
55;81
81;73
1;82
13;83
83;71
84;3
85;2
3;86
86;10
41;86
87;67
88;64
89;10
2;90
91;1
3;91
91;7
41;91
0;92
10;93
1;94
94;8
94;40
95;17
95;77
78;95
96;72
96;82
97;10
19;98
28;98
91;98
99;65
100;1
2;100
101;3
45;102
103;7
10;103
19;103
40;103
104;27
105;0
1;105
105;28
106;44
10;107
107;17
79;107
57;108
94;108
109;65
79;109
110;28
111;95
8;112
113;24
113;103
87;114
115;0
115;103
10;116
117;10
118;67
118;117
119;10
120;16
121;10
122;1
6;123
24;124
78;125
10;126
126;108
118;127
1;128
128;3
129;19
28;129
130;78
131;19
29;132
41;132
133;31
3;134
134;113
135;40
136;129
137;7
137;38
138;113
139;16
66;140
140;82
141;0
3;141
6;142
72;142
94;143
122;143
78;144
1;145
146;3
74;147
148;3
149;108
95;150
27;151
152;23
153;3
103;153
154;10
154;79
84;155
116;155
156;96
157;27
31;157
124;158
159;3
160;21
161;47
162;118
163;38
164;19
165;79
166;1
6;167
1;168
65;168
169;86
4;170
170;103
171;7
87;171
116;172
19;173
174;3
174;16
3;175
143;176
81;177
177;169
106;178
179;3
179;47
179;159
180;103
25;181
181;126
142;182
183;3
109;183
25;184
184;118
78;185
148;185
10;186
19;186
145;187
188;169
31;189
41;189
189;116
126;190
191;2
17;191
67;192
79;192
130;193
194;1
28;194
3;195
195;25
195;32
3;196
3;197
198;3
198;70
198;84
199;170
199;195
40;200
3;201
11;201
10;202
203;45
120;203
24;204
146;204
204;196
205;67
8;206
17;206
17;207
39;207
208;1
164;208
10;209
210;52
211;1
211;3
148;212
213;2
112;214
214;153
214;194
215;28
215;81
4;216
82;217
218;3
219;16
220;27
139;220
221;218
140;222
1;223
3;224
3;225
7;225
225;182
103;226
227;1
176;227
228;140
3;229
220;229
230;8
231;169
232;11
232;17
120;233
134;234
19;235
235;24
0;236
236;39
67;236
13;237
40;238
115;239
240;1
240;7
240;56
241;3
241;29
140;242
243;127
244;106
245;8
14;245
103;246
247;63
248;10
248;19
242;248
34;249
155;249
41;250
250;100
6;251
66;251
252;150
37;253
254;6
254;10
24;255
3;256
11;256
0;257
257;1
7;257
52;257
241;257
258;82
258;126
132;258
259;59
259;115
259;187
259;199
260;95
103;261
262;192
263;27
263;52
264;204
265;28
3;266
83;266
114;267
268;20
269;122
270;243
28;271
175;271
271;259
272;6
273;52
274;193
274;236
6;275
275;38
140;275
199;275
276;8
276;54
276;248
277;106
277;195
242;277
277;248
7;278
278;10
279;6
10;279
279;172
280;134
280;171
281;55
3;282
282;66
148;283
41;284
285;27
92;285
286;178
67;287
288;1
8;289
289;40
290;132
171;290
291;10
292;157
293;3
163;293
1;294
6;294
295;29
296;3
28;296
297;186
298;296
299;3
299;59
7;300
300;10
27;301
163;301
204;301
302;18
303;256
304;71
19;305
306;103
267;306
307;2
37;308
308;195
309;3
310;71
295;310
311;137
225;311
73;312
313;3
313;82
1;314
221;314
80;315
214;315
27;316
316;29
194;317
318;27
1;319
319;307
320;118
320;157
321;3
322;98
323;208
324;23
324;25
140;324
324;185
140;325
326;158
97;327
236;327
80;328
1;329
330;214
331;291
91;332
103;332
333;57
79;333
334;0
4;335
335;103
335;118
336;163
10;337
337;112
338;100
199;338
339;63
339;130
0;340
2;340
66;341
75;342
343;28
344;298
345;8
134;345
0;346
55;347
155;348
349;106
10;350
350;43
351;166
351;179
352;3
142;353
354;140
159;354
1;355
356;115
356;281
67;357
358;75
78;359
360;185
322;360
361;103
155;362
363;83
363;276
0;364
225;364
355;364
60;365
366;0
204;367
40;368
369;9
3;370
55;370
370;103
371;185
372;289
373;24
373;86
373;172
134;374
374;153
375;308
14;376
377;29
38;377
378;181
378;375
92;379
7;380
91;381
381;112
381;186
381;239
381;313
1;382
277;382
35;383
352;383
384;248
0;385
386;137
150;386
387;240
387;260
310;388
388;355
0;389
128;390
390;206
359;391
58;392
392;358
1;393
10;394
52;395
10;396
19;397
306;397
91;398
398;169
23;399
399;107
400;239
401;31
38;402
402;239
76;403
403;214
0;404
404;391
405;2
103;406
73;407
214;407
369;408
295;409
410;39
410;296
375;410
410;403
411;256
411;371
10;412
412;28
412;50
109;412
412;254
413;3
28;413
271;413
280;414
414;296
1;415
415;296
416;72
145;417
418;145
419;207
420;1
420;364
421;349
0;422
422;17
422;239
119;423
27;424
424;63
73;424
196;424
425;188
363;425
1;426
427;170
427;259
100;428
429;143
429;425
430;199
203;431
432;308
432;362
94;433
81;434
435;0
10;435
120;435
254;436
236;437
437;350
438;118
438;201
261;438
398;438
10;439
439;145
6;440
440;285
441;86
338;441
72;442
442;357
2;443
1;444
84;444
57;445
446;7
75;446
446;275
6;447
7;447
45;448
449;7
1;450
107;450
451;70
3;452
453;44
453;278
1;454
455;338
455;342
456;415
2;457
436;457
71;458
161;458
444;458
459;438
460;403
461;408
461;415
462;129
463;83
464;179
465;17
28;465
465;390
466;40
467;159
3;468
469;458
0;470
470;55
259;470
213;471
37;472
442;472
220;473
474;31
475;8
140;476
1;477
225;478
479;1
31;480
480;407
0;481
482;410
483;276
257;484
485;134
21;486
487;7
78;487
436;488
489;458
302;490
491;253
274;491
492;251
493;154
473;493
1;494
23;494
495;65
496;11
496;27
496;481
120;497
497;122
430;498
499;7
358;500
501;6
429;501
502;186
503;100
94;504
418;505
3;506
257;506
507;52
507;252
508;17
509;3
339;510
511;431
7;512
355;512
437;512
513;88
62;514
0;515
55;515
516;146
516;404
517;296
518;178
221;518
292;519
512;519
520;4
520;103
289;521
522;3
522;13
119;522
349;522
523;236
523;310
342;523
112;524
220;524
3;525
437;526
527;1
195;527
527;363
7;528
44;528
529;155
529;355
412;529
121;530
216;530
10;531
531;37
19;532
87;533
534;314
535;59
91;535
536;3
536;33
536;40
536;126
537;120
537;145
537;226
398;537
116;538
539;398
10;540
271;540
195;541
542;31
2;543
543;496
11;544
544;140
371;544
440;544
154;545
545;225
546;31
3;547
145;548
271;549
298;549
550;251
551;10
169;551
220;551
381;551
551;465
552;40
552;526
553;7
553;10
553;236
251;554
554;470
555;394
556;171
