0;115
3;604
3;678
3;712
17;356
17;673
24;811
26;276
28;395
28;481
28;593
34;397
34;416
36;195
43;308
45;352
46;110
46;677
46;725
47;982
51;268
53;574
53;802
56;372
56;488
57;477
59;212
60;943
61;795
62;366
67;862
70;921
72;572
73;486
73;813
75;693
81;477
88;920
91;875
96;456
100;199
101;247
104;642
106;251
106;962
108;222
115;918
116;247
118;897
120;607
123;194
123;837
126;370
126;371
128;199
131;289
135;341
141;444
142;550
144;527
146;616
148;850
150;366
154;903
155;173
158;730
159;265
160;261
160;979
164;762
170;838
177;500
178;983
179;244
180;714
185;675
187;209
190;984
193;397
200;572
204;698
210;575
210;715
212;563
219;691
221;631
221;652
222;960
225;430
227;928
243;684
247;432
247;656
248;809
249;434
249;881
250;488
253;441
255;738
259;932
261;277
263;329
265;484
265;882
267;685
268;343
272;850
274;628
277;951
279;515
293;762
298;823
298;920
299;943
302;865
303;684
303;906
309;798
315;644
316;539
327;537
331;540
332;363
332;875
333;961
335;543
336;964
337;857
338;354
340;846
343;387
343;973
346;364
350;788
352;745
360;446
360;538
362;757
368;966
369;605
371;552
371;902
373;755
374;501
378;606
380;689
389;850
396;727
397;688
398;628
398;739
400;933
405;579
410;898
411;584
412;655
415;573
416;430
426;535
431;984
436;541
439;828
443;609
446;451
447;490
451;483
460;534
464;952
465;863
470;880
470;920
471;513
477;527
479;841
481;601
483;766
484;700
486;929
488;768
493;669
499;724
499;760
500;949
508;990
525;939
526;613
530;837
531;551
539;740
541;820
548;947
555;743
573;693
578;852
579;799
583;645
589;716
590;700
590;858
595;930
600;823
604;930
609;729
612;722
613;686
616;706
621;767
625;843
634;778
643;758
645;776
663;919
663;947
671;678
672;923
702;909
707;812
713;877
716;913
719;847
728;764
731;932
733;767
760;899
766;822
766;844
786;938
788;966
791;903
793;815
794;944
801;996
816;997
835;994
839;932
845;912
861;977
864;993
865;899
877;980
885;919
891;897
892;925
909;984
919;920
919;970
924;988
941;995
