0;3221
0;7795
0;13814
0;19892
0;24624
0;30960
0;39797
0;45595
1;23806
1;28472
2;1538
2;7153
2;16236
2;24335
2;39560
3;919
3;13028
3;13106
3;20115
3;21201
3;22849
3;30714
3;31946
3;36988
3;42495
4;9947
4;17261
4;18984
5;17420
5;26610
5;41609
5;48245
6;8255
6;20655
6;24058
6;28933
6;32543
6;46870
7;9327
7;11480
7;25438
7;29475
7;31686
7;33016
8;25378
8;31507
9;5781
9;15241
9;21085
9;41991
9;46553
10;10588
10;29123
10;34880
11;9971
11;17456
12;53
12;4719
12;4943
12;6363
12;7613
12;9081
12;18550
12;27528
13;22423
13;33879
13;37890
14;49958
15;353
15;6036
15;35885
16;3739
16;14372
16;18305
16;39157
16;40239
17;3575
17;6631
17;9878
17;13367
17;22110
17;49604
18;21736
18;22824
18;26287
18;49888
19;1651
19;12606
19;32055
19;33456
19;47732
19;48490
20;57
20;13083
21;18926
21;29652
21;39825
22;15858
22;22095
22;29278
23;23769
23;43038
24;305
24;30377
24;30660
24;46325
25;224
25;9477
25;11726
25;17509
25;18120
25;34563
25;41155
25;48756
26;1989
26;16297
26;27945
27;4789
27;13284
27;16674
27;21216
27;23841
28;11641
28;15409
28;33588
28;39214
28;39628
29;41
29;12614
29;28268
29;33865
29;39267
30;1071
30;25749
30;33695
30;36717
30;44626
31;1792
31;27128
31;36001
31;37983
31;46762
32;18568
32;22852
32;43947
33;15520
33;20800
33;42161
33;48205
34;16245
34;18743
34;20995
34;22896
34;40077
34;41470
35;8256
35;18580
35;48969
35;49083
36;12521
36;17721
36;35727
36;38839
36;38951
36;41067
37;1939
37;8358
37;46511
38;1014
38;19427
38;28375
38;35676
39;1395
39;4320
39;17210
39;21246
39;44173
39;46287
40;7851
40;11439
40;17092
40;17827
40;31360
40;32929
40;41885
41;5724
41;6651
41;7087
41;7164
41;9335
41;18339
41;35602
41;37063
41;39443
41;48585
42;11578
42;16786
42;20777
42;22111
42;32563
43;3941
43;28171
43;34521
44;11208
45;2657
45;9593
45;27310
45;32241
46;6541
46;30425
46;32286
46;34730
46;34814
47;9103
47;15346
47;20126
47;24017
47;24624
47;27346
47;42624
47;47018
48;1757
48;11707
48;11727
48;19743
48;24276
48;45432
48;46621
49;2613
49;17919
49;18019
49;29126
50;10949
50;20585
50;34187
50;42185
50;48152
50;49598
51;27689
51;33812
51;38859
51;40051
51;48051
52;1022
52;1355
52;3270
52;21145
52;32714
52;36375
53;12585
53;15611
53;41344
54;802
54;19863
54;48008
55;16624
55;21478
55;26616
55;35739
55;46101
55;46340
56;5317
56;6131
56;7862
56;10372
56;23685
56;37313
56;40194
56;40649
56;41515
56;44540
57;328
57;2037
57;3034
57;6809
57;9790
57;11706
57;16718
57;24999
57;47058
58;8358
58;27322
58;28784
58;38122
59;1652
59;6420
59;15890
59;25999
59;36868
59;37779
60;4393
60;6063
60;23753
60;34764
61;2408
61;20115
61;38741
61;44999
61;45733
62;11202
62;17925
62;42578
62;43501
62;49564
63;16873
63;23660
63;49448
64;16685
65;2361
65;5476
65;11037
65;34104
65;34393
66;7507
66;11707
66;22261
66;28152
66;29121
67;15142
67;31495
67;37465
67;42646
68;19549
68;33712
68;37798
68;39257
68;48782
69;1440
69;12407
69;13189
70;3427
70;7220
70;8925
70;19601
70;20316
70;21056
70;33115
70;45531
71;1581
71;13743
72;27900
72;36456
72;46570
73;615
73;20258
73;29429
73;37300
73;40394
73;48850
74;2453
74;9160
74;17798
74;19930
74;24691
74;36647
75;3211
75;21377
75;34849
75;38162
75;47942
76;34455
76;42263
77;710
77;4177
77;5717
77;34613
77;38175
77;40514
77;41028
77;47211
78;19128
78;19778
78;21419
78;37737
78;43308
79;2900
79;22951
79;24752
79;33322
80;15473
80;20904
80;21664
81;5657
81;12655
81;20781
81;27297
81;32553
81;38518
81;44524
81;47537
82;7905
82;9762
82;19024
82;24520
82;29108
82;37160
83;11650
83;14439
83;17232
83;20301
83;23026
83;27878
84;2848
84;6999
84;14956
84;15879
84;16594
84;28710
84;29558
84;47778
84;48186
85;16329
85;16707
85;19584
85;27520
85;28547
85;30299
85;33825
85;36589
85;36982
85;37995
85;41057
86;3097
86;9675
86;23154
86;24237
86;41124
86;43397
87;1687
87;4337
87;15852
87;25998
87;46453
87;46972
87;48005
88;3125
88;16280
88;34169
89;7201
89;19804
89;20206
89;26729
89;29045
89;38267
89;41525
89;46098
90;4777
90;5933
90;17299
90;21102
90;21721
90;29976
90;44803
91;306
91;10548
91;23717
91;36385
91;44334
92;222
92;5416
92;5934
92;16836
92;25194
92;32740
92;35114
92;40131
92;41190
92;46633
93;29126
93;46277
94;10979
