Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,1,1,1562494,5,1,63910900
1,2,0,1562492,7,1,28162500
2,3,1,1562489,9,2,3105100
3,0,2,1562489,7,4,3147400
4,1,0,1562488,8,4,2805600
5,1,2,1562487,7,6,3023300
6,2,0,1562485,9,6,2738500
7,1,2,1562484,8,8,3057100
8,1,0,1562483,9,8,2973100
9,3,0,1562480,12,8,2862900
10,5,0,1562475,17,8,3168200
11,7,1,1562468,23,9,3339300
12,3,0,1562465,26,9,3409100
13,5,1,1562460,30,10,3288500
14,3,1,1562457,32,11,3083400
15,2,1,1562455,33,12,3523400
16,4,0,1562451,37,12,2999800
17,7,1,1562444,43,13,3065600
18,5,4,1562439,44,17,2992100
19,5,0,1562434,49,17,3110500
20,4,1,1562430,52,18,3130800
21,5,4,1562425,53,22,3120000
22,7,1,1562418,59,23,3341300
23,7,1,1562411,65,24,3071000
24,5,4,1562406,66,28,3020400
25,7,6,1562399,67,34,3064300
26,12,4,1562387,75,38,2986000
27,10,2,1562377,83,40,3130400
28,11,2,1562366,92,42,3074100
29,8,2,1562358,98,44,3259400
30,7,3,1562351,102,47,2990000
31,7,3,1562344,106,50,3054300
32,12,5,1562332,113,55,3189900
33,9,7,1562323,115,62,3022400
34,10,6,1562313,119,68,3169300
35,15,4,1562298,130,72,3007900
36,13,6,1562285,137,78,2931300
37,19,8,1562266,148,86,3312000
38,19,7,1562247,160,93,3241100
39,21,7,1562226,174,100,3050900
40,7,8,1562219,173,108,2991400
41,11,8,1562208,176,116,3012400
42,13,8,1562195,181,124,2975800
43,17,13,1562178,185,137,3138500
44,21,8,1562157,198,145,3041900
45,22,12,1562135,208,157,3156900
46,14,13,1562121,209,170,3199700
47,12,11,1562109,210,181,2906100
48,18,9,1562091,219,190,2991100
49,21,10,1562070,230,200,3162500
50,20,13,1562050,237,213,3096900
51,18,14,1562032,241,227,3061600
52,16,13,1562016,244,240,3005600
53,13,6,1562003,251,246,3006200
54,23,9,1561980,265,255,2899000
55,26,17,1561954,274,272,3069900
56,23,11,1561931,286,283,2936800
57,25,19,1561906,292,302,3121000
58,27,9,1561879,310,311,3185700
59,27,20,1561852,317,331,3026500
60,11,14,1561841,314,345,3022000
61,14,14,1561827,314,359,2948500
62,29,8,1561798,335,367,2990300
63,22,16,1561776,341,383,3237900
64,20,24,1561756,337,407,2996900
65,33,21,1561723,349,428,2958200
66,25,16,1561698,358,444,3428500
67,32,19,1561666,371,463,3047400
68,30,16,1561636,385,479,3151000
69,31,12,1561605,404,491,3227300
70,34,25,1561571,413,516,3130800
71,31,27,1561540,417,543,3561700
72,32,18,1561508,431,561,3332300
73,24,19,1561484,436,580,3229600
74,33,21,1561451,448,601,2973700
75,28,24,1561423,452,625,2998000
76,38,23,1561385,467,648,2981900
77,31,21,1561354,477,669,3026400
78,37,20,1561317,494,689,3151200
79,31,31,1561286,494,720,3239200
80,35,31,1561251,498,751,3001000
81,33,22,1561218,509,773,2968700
82,29,25,1561189,513,798,3125200
83,42,27,1561147,528,825,3061200
84,29,27,1561118,530,852,3107400
85,40,29,1561078,541,881,3030200
86,31,17,1561047,555,898,3398300
87,31,33,1561016,553,931,3203100
88,44,26,1560972,571,957,2932500
89,43,22,1560929,592,979,3077900
90,43,22,1560886,613,1001,3348700
91,35,26,1560851,622,1027,3229900
92,36,31,1560815,627,1058,3227900
93,42,27,1560773,642,1085,2962800
94,45,39,1560728,648,1124,2969500
95,53,23,1560675,678,1147,3169200
96,43,36,1560632,685,1183,3331600
97,34,33,1560598,686,1216,3032700
98,42,42,1560556,686,1258,2924200
99,43,32,1560513,697,1290,2975100
100,37,42,1560476,692,1332,3113100
101,43,35,1560433,700,1367,3007100
102,33,35,1560400,698,1402,3259500
103,40,38,1560360,700,1440,2984600
104,45,41,1560315,704,1481,2974500
105,38,43,1560277,699,1524,2972200
106,50,38,1560227,711,1562,3170800
107,43,35,1560184,719,1597,3151200
108,39,39,1560145,719,1636,3055300
109,50,34,1560095,735,1670,3167600
110,46,28,1560049,753,1698,2978900
111,55,36,1559994,772,1734,3006500
112,58,38,1559936,792,1772,2893300
113,57,42,1559879,807,1814,3008500
114,57,47,1559822,817,1861,3094500
115,50,41,1559772,826,1902,3156300
116,38,29,1559734,835,1931,3148100
117,58,25,1559676,868,1956,3061400
