Tick,NewlyInfected,NewlyRecovered,TotalSusceptible,TotalInfected,TotalRecovered,StepTimeNanos
0,5,0,62490,10,0,578700
1,2,0,62488,12,0,151300
2,1,3,62487,10,3,134000
3,6,0,62481,16,3,126200
4,7,0,62474,23,3,130800
5,3,1,62471,25,4,127200
6,5,2,62466,28,6,162400
7,6,1,62460,33,7,125300
8,4,3,62456,34,10,130100
9,9,0,62447,43,10,152300
10,7,4,62440,46,14,126900
11,9,2,62431,53,16,129100
12,5,1,62426,57,17,132200
13,7,4,62419,60,21,131900
14,10,2,62409,68,23,150700
15,7,4,62402,71,27,151500
16,14,6,62388,79,33,140900
17,16,3,62372,92,36,140700
18,11,1,62361,102,37,133000
19,10,5,62351,107,42,126500
20,18,3,62333,122,45,147000
21,17,5,62316,134,50,127800
22,15,7,62301,142,57,124100
23,10,12,62291,140,69,148300
24,15,9,62276,146,78,188100
25,6,9,62270,143,87,170500
26,16,9,62254,150,96,135300
27,14,10,62240,154,106,140000
28,10,9,62230,155,115,133600
29,16,10,62214,161,125,172700
30,12,6,62202,167,131,132800
31,15,6,62187,176,137,128600
32,15,7,62172,184,144,134600
33,13,5,62159,192,149,132300
34,22,17,62137,197,166,131600
35,23,12,62114,208,178,135100
36,16,6,62098,218,184,322100
37,23,5,62075,236,189,161700
38,23,8,62052,251,197,150000
39,22,9,62030,264,206,164700
40,20,7,62010,277,213,144700
41,28,12,61982,293,225,149900
42,19,19,61963,293,244,138300
43,25,18,61938,300,262,133600
44,18,15,61920,303,277,160700
45,29,14,61891,318,291,137200
46,24,14,61867,328,305,138400
47,31,19,61836,340,324,133200
48,39,15,61797,364,339,129400
49,28,13,61769,379,352,132900
50,33,13,61736,399,365,137400
51,30,17,61706,412,382,133700
52,33,20,61673,425,402,136700
53,33,23,61640,435,425,135000
54,42,18,61598,459,443,133100
55,37,24,61561,472,467,130900
56,43,18,61518,497,485,135800
57,30,31,61488,496,516,137400
58,30,25,61458,501,541,135700
59,40,28,61418,513,569,132600
60,44,21,61374,536,590,150600
61,34,29,61340,541,619,161700
62,28,26,61312,543,645,140100
63,43,26,61269,560,671,163300
64,39,30,61230,569,701,145800
65,40,21,61190,588,722,143700
66,33,31,61157,590,753,138300
67,46,29,61111,607,782,136500
68,44,30,61067,621,812,141100
69,43,23,61024,641,835,138400
70,48,33,60976,656,868,145500
71,55,36,60921,675,904,140500
